ITEM, SPEED0, SPEED1, SPEED2, SPEED3
2655,1,1000,3654,2692
2656,1,1000,3655,2690
2657,1,1000,3656,2688
2658,1,1000,3657,2686
2659,1,1000,3658,2684
2660,1,1000,3659,2682
2661,1,1000,3660,2680
2662,1,1000,3661,2678
2663,1,1000,3662,2676
2664,1,1000,3663,2674
2665,1,1000,3664,2672
2666,1,1000,3665,2670
2667,1,1000,3666,2668
2668,1,1000,3667,2666
2669,1,1000,3668,2664
2670,1,1000,3669,2662
2671,1,1000,3670,2660
2672,1,1000,3671,2658
2673,1,1000,3672,2656
2674,1,1000,3673,2654
2675,1,1000,3674,2652
2676,1,1000,3675,2650
2677,1,1000,3676,2648
2678,1,1000,3677,2646
2679,1,1000,3678,2644
2680,1,1000,3679,2642
2681,1,1000,3680,2640
2682,1,1000,3681,2638
2683,1,1000,3682,2636
2684,1,1000,3683,2634
2685,1,1000,3684,2632
2686,1,1000,3685,2630
2687,1,1000,3686,2628
2688,1,1000,3687,2626
2689,1,1000,3688,2624
2690,1,1000,3689,2622
2691,1,1000,3690,2620
2692,1,1000,3691,2618
2693,1,1000,3692,2616
2694,1,1000,3693,2614
2695,1,1000,3694,2612
2696,1,1000,3695,2610
2697,1,1000,3696,2608
2698,1,1000,3697,2606
2699,1,1000,3698,2604
2700,1,1000,3699,2602
2701,1,1000,3700,2600
2702,1,1000,3701,2598
2703,1,1000,3702,2596
2704,1,1000,3703,2594
2705,1,1000,3704,2592
2706,1,1000,3705,2590
2707,1,1000,3706,2588
2708,1,1000,3707,2586
2709,1,1000,3708,2584
2710,1,1000,3709,2582
2711,1,1000,3710,2580
2712,1,1000,3711,2578
2713,1,1000,3712,2576
2714,1,1000,3713,2574
2715,1,1000,3714,2572
2716,1,1000,3715,2570
2717,1,1000,3716,2568
2718,1,1000,3717,2566
2719,1,1000,3718,2564
2720,1,1000,3719,2562
2721,1,1000,3720,2560
2722,1,1000,3721,2558
2723,1,1000,3722,2556
2724,1,1000,3723,2554
2725,1,1000,3724,2552
2726,1,1000,3725,2550
2727,1,1000,3726,2548
2728,1,1000,3727,2546
2729,1,1000,3728,2544
2730,1,1000,3729,2542
2731,1,1000,3730,2540
2732,1,1000,3731,2538
2733,1,1000,3732,2536
2734,1,1000,3733,2534
2735,1,1000,3734,2532
2736,1,1000,3735,2530
2737,1,1000,3736,2528
2738,1,1000,3737,2526
2739,1,1000,3738,2524
2740,1,1000,3739,2522
2741,1,1000,3740,2520
2742,1,1000,3741,2518
2743,1,1000,3742,2516
2744,1,1000,3743,2514
2745,1,1000,3744,2512
2746,1,1000,3745,2510
2747,1,1000,3746,2508
2748,1,1000,3747,2506
2749,1,1000,3748,2504
2750,1,1000,3749,2502
2751,1,1000,3750,2500
2752,1,1000,3751,2498
2753,1,1000,3752,2496
2754,1,1000,3753,2494
2755,1,1000,3754,2492
2756,1,1000,3755,2490
2757,1,1000,3756,2488
2758,1,1000,3757,2486
2759,1,1000,3758,2484
2760,1,1000,3759,2482
2761,1,1000,3760,2480
2762,1,1000,3761,2478
2763,1,1000,3762,2476
2764,1,1000,3763,2474
2765,1,1000,3764,2472
2766,1,1000,3765,2470
2767,1,1000,3766,2468
2768,1,1000,3767,2466
2769,1,1000,3768,2464
2770,1,1000,3769,2462
2771,1,1000,3770,2460
2772,1,1000,3771,2458
2773,1,1000,3772,2456
2774,1,1000,3773,2454
2775,1,1000,3774,2452
2776,1,1000,3775,2450
2777,1,1000,3776,2448
2778,1,1000,3777,2446
2779,1,1000,3778,2444
2780,1,1000,3779,2442
2781,1,1000,3780,2440
2782,1,1000,3781,2438
2783,1,1000,3782,2436
2784,1,1000,3783,2434
2785,1,1000,3784,2432
2786,1,1000,3785,2430
2787,1,1000,3786,2428
2788,1,1000,3787,2426
2789,1,1000,3788,2424
2790,1,1000,3789,2422
2791,1,1000,3790,2420
2792,1,1000,3791,2418
2793,1,1000,3792,2416
2794,1,1000,3793,2414
2795,1,1000,3794,2412
2796,1,1000,3795,2410
2797,1,1000,3796,2408
2798,1,1000,3797,2406
2799,1,1000,3798,2404
2800,1,1000,3799,2402
2801,1,1000,3800,2400
2802,1,1000,3801,2398
2803,1,1000,3802,2396
2804,1,1000,3803,2394
2805,1,1000,3804,2392
2806,1,1000,3805,2390
2807,1,1000,3806,2388
2808,1,1000,3807,2386
2809,1,1000,3808,2384
2810,1,1000,3809,2382
2811,1,1000,3810,2380
2812,1,1000,3811,2378
2813,1,1000,3812,2376
2814,1,1000,3813,2374
2815,1,1000,3814,2372
2816,1,1000,3815,2370
2817,1,1000,3816,2368
2818,1,1000,3817,2366
2819,1,1000,3818,2364
2820,1,1000,3819,2362
2821,1,1000,3820,2360
2822,1,1000,3821,2358
2823,1,1000,3822,2356
2824,1,1000,3823,2354
2825,1,1000,3824,2352
2826,1,1000,3825,2350
2827,1,1000,3826,2348
2828,1,1000,3827,2346
2829,1,1000,3828,2344
2830,1,1000,3829,2342
2831,1,1000,3830,2340
2832,1,1000,3831,2338
2833,1,1000,3832,2336
2834,1,1000,3833,2334
2835,1,1000,3834,2332
2836,1,1000,3835,2330
2837,1,1000,3836,2328
2838,1,1000,3837,2326
2839,1,1000,3838,2324
2840,1,1000,3839,2322
2841,1,1000,3840,2320
2842,1,1000,3841,2318
2843,1,1000,3842,2316
2844,1,1000,3843,2314
2845,1,1000,3844,2312
2846,1,1000,3845,2310
2847,1,1000,3846,2308
2848,1,1000,3847,2306
2849,1,1000,3848,2304
2850,1,1000,3849,2302
2851,1,1000,3850,2300
2852,1,1000,3851,2298
2853,1,1000,3852,2296
2854,1,1000,3853,2294
2855,1,1000,3854,2292
2856,1,1000,3855,2290
2857,1,1000,3856,2288
2858,1,1000,3857,2286
2859,1,1000,3858,2284
2860,1,1000,3859,2282
2861,1,1000,3860,2280
2862,1,1000,3861,2278
2863,1,1000,3862,2276
2864,1,1000,3863,2274
2865,1,1000,3864,2272
2866,1,1000,3865,2270
2867,1,1000,3866,2268
2868,1,1000,3867,2266
2869,1,1000,3868,2264
2870,1,1000,3869,2262
2871,1,1000,3870,2260
2872,1,1000,3871,2258
2873,1,1000,3872,2256
2874,1,1000,3873,2254
2875,1,1000,3874,2252
2876,1,1000,3875,2250
2877,1,1000,3876,2248
2878,1,1000,3877,2246
2879,1,1000,3878,2244
2880,1,1000,3879,2242
2881,1,1000,3880,2240
2882,1,1000,3881,2238
2883,1,1000,3882,2236
2884,1,1000,3883,2234
2885,1,1000,3884,2232
2886,1,1000,3885,2230
2887,1,1000,3886,2228
2888,1,1000,3887,2226
2889,1,1000,3888,2224
2890,1,1000,3889,2222
2891,1,1000,3890,2220
2892,1,1000,3891,2218
2893,1,1000,3892,2216
2894,1,1000,3893,2214
2895,1,1000,3894,2212
2896,1,1000,3895,2210
2897,1,1000,3896,2208
2898,1,1000,3897,2206
2899,1,1000,3898,2204
2900,1,1000,3899,2202
2901,1,1000,3900,2200
2902,1,1000,3901,2198
2903,1,1000,3902,2196
2904,1,1000,3903,2194
2905,1,1000,3904,2192
2906,1,1000,3905,2190
2907,1,1000,3906,2188
2908,1,1000,3907,2186
2909,1,1000,3908,2184
2910,1,1000,3909,2182
2911,1,1000,3910,2180
2912,1,1000,3911,2178
2913,1,1000,3912,2176
2914,1,1000,3913,2174
2915,1,1000,3914,2172
2916,1,1000,3915,2170
2917,1,1000,3916,2168
2918,1,1000,3917,2166
2919,1,1000,3918,2164
2920,1,1000,3919,2162
2921,1,1000,3920,2160
2922,1,1000,3921,2158
2923,1,1000,3922,2156
2924,1,1000,3923,2154
2925,1,1000,3924,2152
2926,1,1000,3925,2150
2927,1,1000,3926,2148
2928,1,1000,3927,2146
2929,1,1000,3928,2144
2930,1,1000,3929,2142
2931,1,1000,3930,2140
2932,1,1000,3931,2138
2933,1,1000,3932,2136
2934,1,1000,3933,2134
2935,1,1000,3934,2132
2936,1,1000,3935,2130
2937,1,1000,3936,2128
2938,1,1000,3937,2126
2939,1,1000,3938,2124
2940,1,1000,3939,2122
2941,1,1000,3940,2120
2942,1,1000,3941,2118
2943,1,1000,3942,2116
2944,1,1000,3943,2114
2945,1,1000,3944,2112
2946,1,1000,3945,2110
2947,1,1000,3946,2108
2948,1,1000,3947,2106
2949,1,1000,3948,2104
2950,1,1000,3949,2102
2951,1,1000,3950,2100
2952,1,1000,3951,2098
2953,1,1000,3952,2096
2954,1,1000,3953,2094
2955,1,1000,3954,2092
2956,1,1000,3955,2090
2957,1,1000,3956,2088
2958,1,1000,3957,2086
2959,1,1000,3958,2084
2960,1,1000,3959,2082
2961,1,1000,3960,2080
2962,1,1000,3961,2078
2963,1,1000,3962,2076
2964,1,1000,3963,2074
2965,1,1000,3964,2072
2966,1,1000,3965,2070
2967,1,1000,3966,2068
2968,1,1000,3967,2066
2969,1,1000,3968,2064
2970,1,1000,3969,2062
2971,1,1000,3970,2060
2972,1,1000,3971,2058
2973,1,1000,3972,2056
2974,1,1000,3973,2054
2975,1,1000,3974,2052
2976,1,1000,3975,2050
2977,1,1000,3976,2048
2978,1,1000,3977,2046
2979,1,1000,3978,2044
2980,1,1000,3979,2042
2981,1,1000,3980,2040
2982,1,1000,3981,2038
2983,1,1000,3982,2036
2984,1,1000,3983,2034
2985,1,1000,3984,2032
2986,1,1000,3985,2030
2987,1,1000,3986,2028
2988,1,1000,3987,2026
2989,1,1000,3988,2024
2990,1,1000,3989,2022
2991,1,1000,3990,2020
2992,1,1000,3991,2018
2993,1,1000,3992,2016
2994,1,1000,3993,2014
2995,1,1000,3994,2012
2996,1,1000,3995,2010
2997,1,1000,3996,2008
2998,1,1000,3997,2006
2999,1,1000,3998,2004
3000,1,1000,3999,2002
3001,1,1000,4000,2000
3002,1,1000,4001,1998
3003,1,1000,4002,1996
3004,1,1000,4003,1994
3005,1,1000,4004,1992
3006,1,1000,4005,1990
3007,1,1000,4006,1988
3008,1,1000,4007,1986
3009,1,1000,4008,1984
3010,1,1000,4009,1982
3011,1,1000,4010,1980
3012,1,1000,4011,1978
3013,1,1000,4012,1976
3014,1,1000,4013,1974
3015,1,1000,4014,1972
3016,1,1000,4015,1970
3017,1,1000,4016,1968
3018,1,1000,4017,1966
3019,1,1000,4018,1964
3020,1,1000,4019,1962
3021,1,1000,4020,1960
3022,1,1000,4021,1958
3023,1,1000,4022,1956
3024,1,1000,4023,1954
3025,1,1000,4024,1952
3026,1,1000,4025,1950
3027,1,1000,4026,1948
3028,1,1000,4027,1946
3029,1,1000,4028,1944
3030,1,1000,4029,1942
3031,1,1000,4030,1940
3032,1,1000,4031,1938
3033,1,1000,4032,1936
3034,1,1000,4033,1934
3035,1,1000,4034,1932
3036,1,1000,4035,1930
3037,1,1000,4036,1928
3038,1,1000,4037,1926
3039,1,1000,4038,1924
3040,1,1000,4039,1922
3041,1,1000,4040,1920
3042,1,1000,4041,1918
3043,1,1000,4042,1916
3044,1,1000,4043,1914
3045,1,1000,4044,1912
3046,1,1000,4045,1910
3047,1,1000,4046,1908
3048,1,1000,4047,1906
3049,1,1000,4048,1904
3050,1,1000,4049,1902
3051,1,1000,4050,1900
3052,1,1000,4051,1898
3053,1,1000,4052,1896
3054,1,1000,4053,1894
3055,1,1000,4054,1892
3056,1,1000,4055,1890
3057,1,1000,4056,1888
3058,1,1000,4057,1886
3059,1,1000,4058,1884
3060,1,1000,4059,1882
3061,1,1000,4060,1880
3062,1,1000,4061,1878
3063,1,1000,4062,1876
3064,1,1000,4063,1874
3065,1,1000,4064,1872
3066,1,1000,4065,1870
3067,1,1000,4066,1868
3068,1,1000,4067,1866
3069,1,1000,4068,1864
3070,1,1000,4069,1862
3071,1,1000,4070,1860
3072,1,1000,4071,1858
3073,1,1000,4072,1856
3074,1,1000,4073,1854
3075,1,1000,4074,1852
3076,1,1000,4075,1850
3077,1,1000,4076,1848
3078,1,1000,4077,1846
3079,1,1000,4078,1844
3080,1,1000,4079,1842
3081,1,1000,4080,1840
3082,1,1000,4081,1838
3083,1,1000,4082,1836
3084,1,1000,4083,1834
3085,1,1000,4084,1832
3086,1,1000,4085,1830
3087,1,1000,4086,1828
3088,1,1000,4087,1826
3089,1,1000,4088,1824
3090,1,1000,4089,1822
3091,1,1000,4090,1820
3092,1,1000,4091,1818
3093,1,1000,4092,1816
3094,1,1000,4093,1814
3095,1,1000,4094,1812
3096,1,1000,4095,1810
3097,1,1000,4096,1808
3098,1,1000,4097,1806
3099,1,1000,4098,1804
3100,1,1000,4099,1802
3101,1,1000,4100,1800
3102,1,1000,4101,1798
3103,1,1000,4102,1796
3104,1,1000,4103,1794
3105,1,1000,4104,1792
3106,1,1000,4105,1790
3107,1,1000,4106,1788
3108,1,1000,4107,1786
3109,1,1000,4108,1784
3110,1,1000,4109,1782
3111,1,1000,4110,1780
3112,1,1000,4111,1778
3113,1,1000,4112,1776
3114,1,1000,4113,1774
3115,1,1000,4114,1772
3116,1,1000,4115,1770
3117,1,1000,4116,1768
3118,1,1000,4117,1766
3119,1,1000,4118,1764
3120,1,1000,4119,1762
3121,1,1000,4120,1760
3122,1,1000,4121,1758
3123,1,1000,4122,1756
3124,1,1000,4123,1754
3125,1,1000,4124,1752
3126,1,1000,4125,1750
3127,1,1000,4126,1748
3128,1,1000,4127,1746
3129,1,1000,4128,1744
3130,1,1000,4129,1742
3131,1,1000,4130,1740
3132,1,1000,4131,1738
3133,1,1000,4132,1736
3134,1,1000,4133,1734
3135,1,1000,4134,1732
3136,1,1000,4135,1730
3137,1,1000,4136,1728
3138,1,1000,4137,1726
3139,1,1000,4138,1724
3140,1,1000,4139,1722
3141,1,1000,4140,1720
3142,1,1000,4141,1718
3143,1,1000,4142,1716
3144,1,1000,4143,1714
3145,1,1000,4144,1712
3146,1,1000,4145,1710
3147,1,1000,4146,1708
3148,1,1000,4147,1706
3149,1,1000,4148,1704
3150,1,1000,4149,1702
3151,1,1000,4150,1700
3152,1,1000,4151,1698
3153,1,1000,4152,1696
3154,1,1000,4153,1694
3155,1,1000,4154,1692
3156,1,1000,4155,1690
3157,1,1000,4156,1688
3158,1,1000,4157,1686
3159,1,1000,4158,1684
3160,1,1000,4159,1682
3161,1,1000,4160,1680
3162,1,1000,4161,1678
3163,1,1000,4162,1676
3164,1,1000,4163,1674
3165,1,1000,4164,1672
3166,1,1000,4165,1670
3167,1,1000,4166,1668
3168,1,1000,4167,1666
3169,1,1000,4168,1664
3170,1,1000,4169,1662
3171,1,1000,4170,1660
3172,1,1000,4171,1658
3173,1,1000,4172,1656
3174,1,1000,4173,1654
3175,1,1000,4174,1652
3176,1,1000,4175,1650
3177,1,1000,4176,1648
3178,1,1000,4177,1646
3179,1,1000,4178,1644
3180,1,1000,4179,1642
3181,1,1000,4180,1640
3182,1,1000,4181,1638
3183,1,1000,4182,1636
3184,1,1000,4183,1634
3185,1,1000,4184,1632
3186,1,1000,4185,1630
3187,1,1000,4186,1628
3188,1,1000,4187,1626
3189,1,1000,4188,1624
3190,1,1000,4189,1622
3191,1,1000,4190,1620
3192,1,1000,4191,1618
3193,1,1000,4192,1616
3194,1,1000,4193,1614
3195,1,1000,4194,1612
3196,1,1000,4195,1610
3197,1,1000,4196,1608
3198,1,1000,4197,1606
3199,1,1000,4198,1604
3200,1,1000,4199,1602
3201,1,1000,4200,1600
3202,1,1000,4201,1598
3203,1,1000,4202,1596
3204,1,1000,4203,1594
3205,1,1000,4204,1592
3206,1,1000,4205,1590
3207,1,1000,4206,1588
3208,1,1000,4207,1586
3209,1,1000,4208,1584
3210,1,1000,4209,1582
3211,1,1000,4210,1580
3212,1,1000,4211,1578
3213,1,1000,4212,1576
3214,1,1000,4213,1574
3215,1,1000,4214,1572
3216,1,1000,4215,1570
3217,1,1000,4216,1568
3218,1,1000,4217,1566
3219,1,1000,4218,1564
3220,1,1000,4219,1562
3221,1,1000,4220,1560
3222,1,1000,4221,1558
3223,1,1000,4222,1556
3224,1,1000,4223,1554
3225,1,1000,4224,1552
3226,1,1000,4225,1550
3227,1,1000,4226,1548
3228,1,1000,4227,1546
3229,1,1000,4228,1544
3230,1,1000,4229,1542
3231,1,1000,4230,1540
3232,1,1000,4231,1538
3233,1,1000,4232,1536
3234,1,1000,4233,1534
3235,1,1000,4234,1532
3236,1,1000,4235,1530
3237,1,1000,4236,1528
3238,1,1000,4237,1526
3239,1,1000,4238,1524
3240,1,1000,4239,1522
3241,1,1000,4240,1520
3242,1,1000,4241,1518
3243,1,1000,4242,1516
3244,1,1000,4243,1514
3245,1,1000,4244,1512
3246,1,1000,4245,1510
3247,1,1000,4246,1508
3248,1,1000,4247,1506
3249,1,1000,4248,1504
3250,1,1000,4249,1502
3251,1,1000,4250,1500
3252,1,1000,4251,1498
3253,1,1000,4252,1496
3254,1,1000,4253,1494
3255,1,1000,4254,1492
3256,1,1000,4255,1490
3257,1,1000,4256,1488
3258,1,1000,4257,1486
3259,1,1000,4258,1484
3260,1,1000,4259,1482
3261,1,1000,4260,1480
3262,1,1000,4261,1478
3263,1,1000,4262,1476
3264,1,1000,4263,1474
3265,1,1000,4264,1472
3266,1,1000,4265,1470
3267,1,1000,4266,1468
3268,1,1000,4267,1466
3269,1,1000,4268,1464
3270,1,1000,4269,1462
3271,1,1000,4270,1460
3272,1,1000,4271,1458
3273,1,1000,4272,1456
3274,1,1000,4273,1454
3275,1,1000,4274,1452
3276,1,1000,4275,1450
3277,1,1000,4276,1448
3278,1,1000,4277,1446
3279,1,1000,4278,1444
3280,1,1000,4279,1442
3281,1,1000,4280,1440
3282,1,1000,4281,1438
3283,1,1000,4282,1436
3284,1,1000,4283,1434
3285,1,1000,4284,1432
3286,1,1000,4285,1430
3287,1,1000,4286,1428
3288,1,1000,4287,1426
3289,1,1000,4288,1424
3290,1,1000,4289,1422
3291,1,1000,4290,1420
3292,1,1000,4291,1418
3293,1,1000,4292,1416
3294,1,1000,4293,1414
3295,1,1000,4294,1412
3296,1,1000,4295,1410
3297,1,1000,4296,1408
3298,1,1000,4297,1406
3299,1,1000,4298,1404
3300,1,1000,4299,1402
3301,1,1000,4300,1400
3302,1,1000,4301,1398
3303,1,1000,4302,1396
3304,1,1000,4303,1394
3305,1,1000,4304,1392
3306,1,1000,4305,1390
3307,1,1000,4306,1388
3308,1,1000,4307,1386
3309,1,1000,4308,1384
3310,1,1000,4309,1382
3311,1,1000,4310,1380
3312,1,1000,4311,1378
3313,1,1000,4312,1376
3314,1,1000,4313,1374
3315,1,1000,4314,1372
3316,1,1000,4315,1370
3317,1,1000,4316,1368
3318,1,1000,4317,1366
3319,1,1000,4318,1364
3320,1,1000,4319,1362
3321,1,1000,4320,1360
3322,1,1000,4321,1358
3323,1,1000,4322,1356
3324,1,1000,4323,1354
3325,1,1000,4324,1352
3326,1,1000,4325,1350
3327,1,1000,4326,1348
3328,1,1000,4327,1346
3329,1,1000,4328,1344
3330,1,1000,4329,1342
3331,1,1000,4330,1340
3332,1,1000,4331,1338
3333,1,1000,4332,1336
3334,1,1000,4333,1334
3335,1,1000,4334,1332
3336,1,1000,4335,1330
3337,1,1000,4336,1328
3338,1,1000,4337,1326
3339,1,1000,4338,1324
3340,1,1000,4339,1322
3341,1,1000,4340,1320
3342,1,1000,4341,1318
3343,1,1000,4342,1316
3344,1,1000,4343,1314
3345,1,1000,4344,1312
3346,1,1000,4345,1310
3347,1,1000,4346,1308
3348,1,1000,4347,1306
3349,1,1000,4348,1304
3350,1,1000,4349,1302
3351,1,1000,4350,1300
3352,1,1000,4351,1298
3353,1,1000,4352,1296
3354,1,1000,4353,1294
3355,1,1000,4354,1292
3356,1,1000,4355,1290
3357,1,1000,4356,1288
3358,1,1000,4357,1286
3359,1,1000,4358,1284
3360,1,1000,4359,1282
3361,1,1000,4360,1280
3362,1,1000,4361,1278
3363,1,1000,4362,1276
3364,1,1000,4363,1274
3365,1,1000,4364,1272
3366,1,1000,4365,1270
3367,1,1000,4366,1268
3368,1,1000,4367,1266
3369,1,1000,4368,1264
3370,1,1000,4369,1262
3371,1,1000,4370,1260
3372,1,1000,4371,1258
3373,1,1000,4372,1256
3374,1,1000,4373,1254
3375,1,1000,4374,1252
3376,1,1000,4375,1250
3377,1,1000,4376,1248
3378,1,1000,4377,1246
3379,1,1000,4378,1244
3380,1,1000,4379,1242
3381,1,1000,4380,1240
3382,1,1000,4381,1238
3383,1,1000,4382,1236
3384,1,1000,4383,1234
3385,1,1000,4384,1232
3386,1,1000,4385,1230
3387,1,1000,4386,1228
3388,1,1000,4387,1226
3389,1,1000,4388,1224
3390,1,1000,4389,1222
3391,1,1000,4390,1220
3392,1,1000,4391,1218
3393,1,1000,4392,1216
3394,1,1000,4393,1214
3395,1,1000,4394,1212
3396,1,1000,4395,1210
3397,1,1000,4396,1208
3398,1,1000,4397,1206
3399,1,1000,4398,1204
3400,1,1000,4399,1202
3401,1,1000,4400,1200
3402,1,1000,4401,1198
3403,1,1000,4402,1196
3404,1,1000,4403,1194
3405,1,1000,4404,1192
3406,1,1000,4405,1190
3407,1,1000,4406,1188
3408,1,1000,4407,1186
3409,1,1000,4408,1184
3410,1,1000,4409,1182
3411,1,1000,4410,1180
3412,1,1000,4411,1178
3413,1,1000,4412,1176
3414,1,1000,4413,1174
3415,1,1000,4414,1172
3416,1,1000,4415,1170
3417,1,1000,4416,1168
3418,1,1000,4417,1166
3419,1,1000,4418,1164
3420,1,1000,4419,1162
3421,1,1000,4420,1160
3422,1,1000,4421,1158
3423,1,1000,4422,1156
3424,1,1000,4423,1154
3425,1,1000,4424,1152
3426,1,1000,4425,1150
3427,1,1000,4426,1148
3428,1,1000,4427,1146
3429,1,1000,4428,1144
3430,1,1000,4429,1142
3431,1,1000,4430,1140
3432,1,1000,4431,1138
3433,1,1000,4432,1136
3434,1,1000,4433,1134
3435,1,1000,4434,1132
3436,1,1000,4435,1130
3437,1,1000,4436,1128
3438,1,1000,4437,1126
3439,1,1000,4438,1124
3440,1,1000,4439,1122
3441,1,1000,4440,1120
3442,1,1000,4441,1118
3443,1,1000,4442,1116
3444,1,1000,4443,1114
3445,1,1000,4444,1112
3446,1,1000,4445,1110
3447,1,1000,4446,1108
3448,1,1000,4447,1106
3449,1,1000,4448,1104
3450,1,1000,4449,1102
3451,1,1000,4450,1100
3452,1,1000,4451,1098
3453,1,1000,4452,1096
3454,1,1000,4453,1094
3455,1,1000,4454,1092
3456,1,1000,4455,1090
3457,1,1000,4456,1088
3458,1,1000,4457,1086
3459,1,1000,4458,1084
3460,1,1000,4459,1082
3461,1,1000,4460,1080
3462,1,1000,4461,1078
3463,1,1000,4462,1076
3464,1,1000,4463,1074
3465,1,1000,4464,1072
3466,1,1000,4465,1070
3467,1,1000,4466,1068
3468,1,1000,4467,1066
3469,1,1000,4468,1064
3470,1,1000,4469,1062
3471,1,1000,4470,1060
3472,1,1000,4471,1058
3473,1,1000,4472,1056
3474,1,1000,4473,1054
3475,1,1000,4474,1052
3476,1,1000,4475,1050
3477,1,1000,4476,1048
3478,1,1000,4477,1046
3479,1,1000,4478,1044
3480,1,1000,4479,1042
3481,1,1000,4480,1040
3482,1,1000,4481,1038
3483,1,1000,4482,1036
3484,1,1000,4483,1034
3485,1,1000,4484,1032
3486,1,1000,4485,1030
3487,1,1000,4486,1028
3488,1,1000,4487,1026
3489,1,1000,4488,1024
3490,1,1000,4489,1022
3491,1,1000,4490,1020
3492,1,1000,4491,1018
3493,1,1000,4492,1016
3494,1,1000,4493,1014
3495,1,1000,4494,1012
3496,1,1000,4495,1010
3497,1,1000,4496,1008
3498,1,1000,4497,1006
3499,1,1000,4498,1004
3500,1,1000,4499,1002
3501,1,1000,4500,1000
3502,1,1000,4501,998
3503,1,1000,4502,996
3504,1,1000,4503,994
3505,1,1000,4504,992
3506,1,1000,4505,990
3507,1,1000,4506,988
3508,1,1000,4507,986
3509,1,1000,4508,984
3510,1,1000,4509,982
3511,1,1000,4510,980
3512,1,1000,4511,978
3513,1,1000,4512,976
3514,1,1000,4513,974
3515,1,1000,4514,972
3516,1,1000,4515,970
3517,1,1000,4516,968
3518,1,1000,4517,966
3519,1,1000,4518,964
3520,1,1000,4519,962
3521,1,1000,4520,960
3522,1,1000,4521,958
3523,1,1000,4522,956
3524,1,1000,4523,954
3525,1,1000,4524,952
3526,1,1000,4525,950
3527,1,1000,4526,948
3528,1,1000,4527,946
3529,1,1000,4528,944
3530,1,1000,4529,942
3531,1,1000,4530,940
3532,1,1000,4531,938
3533,1,1000,4532,936
3534,1,1000,4533,934
3535,1,1000,4534,932
3536,1,1000,4535,930
3537,1,1000,4536,928
3538,1,1000,4537,926
3539,1,1000,4538,924
3540,1,1000,4539,922
3541,1,1000,4540,920
3542,1,1000,4541,918
3543,1,1000,4542,916
3544,1,1000,4543,914
3545,1,1000,4544,912
3546,1,1000,4545,910
3547,1,1000,4546,908
3548,1,1000,4547,906
3549,1,1000,4548,904
3550,1,1000,4549,902
3551,1,1000,4550,900
3552,1,1000,4551,898
3553,1,1000,4552,896
3554,1,1000,4553,894
3555,1,1000,4554,892
3556,1,1000,4555,890
3557,1,1000,4556,888
3558,1,1000,4557,886
3559,1,1000,4558,884
3560,1,1000,4559,882
3561,1,1000,4560,880
3562,1,1000,4561,878
3563,1,1000,4562,876
3564,1,1000,4563,874
3565,1,1000,4564,872
3566,1,1000,4565,870
3567,1,1000,4566,868
3568,1,1000,4567,866
3569,1,1000,4568,864
3570,1,1000,4569,862
3571,1,1000,4570,860
3572,1,1000,4571,858
3573,1,1000,4572,856
3574,1,1000,4573,854
3575,1,1000,4574,852
3576,1,1000,4575,850
3577,1,1000,4576,848
3578,1,1000,4577,846
3579,1,1000,4578,844
3580,1,1000,4579,842
3581,1,1000,4580,840
3582,1,1000,4581,838
3583,1,1000,4582,836
3584,1,1000,4583,834
3585,1,1000,4584,832
3586,1,1000,4585,830
3587,1,1000,4586,828
3588,1,1000,4587,826
3589,1,1000,4588,824
3590,1,1000,4589,822
3591,1,1000,4590,820
3592,1,1000,4591,818
3593,1,1000,4592,816
3594,1,1000,4593,814
3595,1,1000,4594,812
3596,1,1000,4595,810
3597,1,1000,4596,808
3598,1,1000,4597,806
3599,1,1000,4598,804
3600,1,1000,4599,802
3601,1,1000,4600,800
3602,1,1000,4601,798
3603,1,1000,4602,796
3604,1,1000,4603,794
3605,1,1000,4604,792
3606,1,1000,4605,790
3607,1,1000,4606,788
3608,1,1000,4607,786
3609,1,1000,4608,784
3610,1,1000,4609,782
3611,1,1000,4610,780
3612,1,1000,4611,778
3613,1,1000,4612,776
3614,1,1000,4613,774
3615,1,1000,4614,772
3616,1,1000,4615,770
3617,1,1000,4616,768
3618,1,1000,4617,766
3619,1,1000,4618,764
3620,1,1000,4619,762
3621,1,1000,4620,760
3622,1,1000,4621,758
3623,1,1000,4622,756
3624,1,1000,4623,754
3625,1,1000,4624,752
3626,1,1000,4625,750
3627,1,1000,4626,748
3628,1,1000,4627,746
3629,1,1000,4628,744
3630,1,1000,4629,742
3631,1,1000,4630,740
3632,1,1000,4631,738
3633,1,1000,4632,736
3634,1,1000,4633,734
3635,1,1000,4634,732
3636,1,1000,4635,730
3637,1,1000,4636,728
3638,1,1000,4637,726
3639,1,1000,4638,724
3640,1,1000,4639,722
3641,1,1000,4640,720
3642,1,1000,4641,718
3643,1,1000,4642,716
3644,1,1000,4643,714
3645,1,1000,4644,712
3646,1,1000,4645,710
3647,1,1000,4646,708
3648,1,1000,4647,706
3649,1,1000,4648,704
3650,1,1000,4649,702
3651,1,1000,4650,700
3652,1,1000,4651,698
3653,1,1000,4652,696
3654,1,1000,4653,694
3655,1,1000,4654,692
3656,1,1000,4655,690
3657,1,1000,4656,688
3658,1,1000,4657,686
3659,1,1000,4658,684
3660,1,1000,4659,682
3661,1,1000,4660,680
3662,1,1000,4661,678
3663,1,1000,4662,676
